#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP
1,Sandy Alcantara,MIA,SP,R,30.8,30.8,19.3,834.6,200.2,13.8,8.9,0,0,3.46,3.31,1.18,190.3,52.1,183.5,8.5,80.0,87.4,20,46.9,33.8,19.3,0.291
2,Framber Valdez,HOU,SP,L,30.8,30.8,19.5,810.7,194.0,15.0,6.7,0,0,3.26,3.28,1.27,184.9,67.5,178.6,9.7,71.4,79.7,14,60.4,19.6,20.0,0.305
3,Aaron Nola,PHI,SP,R,30.8,30.8,18.9,786.1,191.0,13.4,8.0,0,0,3.43,3.22,1.10,207.8,41.5,169.2,8.2,74.6,81.0,24,42.1,38.0,19.8,0.286
4,Max Fried,ATL,SP,L,30.8,30.8,18.8,795.1,191.0,14.3,7.2,0,0,3.52,3.54,1.21,172.9,45.7,185.8,7.0,75.5,83.1,20,48.6,31.6,19.8,0.303
5,Corbin Burnes,MIL,SP,R,30.8,30.8,19.6,781.7,191.0,13.4,7.7,0,0,3.08,2.93,1.10,235.2,53.9,155.7,8.6,67.8,74.3,20,45.0,35.7,19.4,0.284
6,Gerrit Cole,NYY,SP,R,30.8,30.8,19.4,760.3,187.9,13.5,7.2,0,0,3.16,2.96,1.05,233.4,45.9,151.7,4.6,67.7,73.6,24,39.0,41.9,19.1,0.282
7,Alek Manoah,TOR,SP,R,30.8,30.8,17.2,795.7,187.9,13.7,7.7,0,0,3.81,3.78,1.19,183.5,56.6,166.3,12.7,84.2,90.4,27,37.7,42.4,19.9,0.270
8,Chris Bassitt,TOR,SP,R,30.8,30.8,17.0,779.7,184.8,13.4,7.7,0,0,3.86,3.81,1.22,163.6,51.2,174.7,10.2,82.3,89.1,24,43.7,36.2,20.1,0.283
9,Yu Darvish,SD,SP,R,29.8,29.8,17.1,766.3,184.8,14.1,7.0,0,0,3.60,3.42,1.11,194.7,45.2,160.2,8.9,78.4,83.8,27,36.1,44.3,19.6,0.269
10,Luis Castillo,SEA,SP,R,30.8,30.8,18.0,774.3,184.8,12.8,7.9,0,0,3.38,3.32,1.21,196.7,59.9,162.8,7.3,71.4,78.2,19,48.2,32.3,19.5,0.286
11,Miles Mikolas,STL,SP,R,30.8,30.8,16.5,781.6,184.8,12.9,8.4,0,0,3.98,3.91,1.24,141.7,43.0,186.4,7.3,83.7,90.5,24,44.2,35.9,19.9,0.288
12,Kyle Wright,ATL,SP,R,30.8,30.8,17.4,783.3,184.8,13.3,7.7,0,0,3.93,3.86,1.30,170.6,60.0,180.1,8.7,80.8,88.4,19,50.1,30.0,19.8,0.306
13,Logan Webb,SF,SP,R,30.8,30.8,17.6,781.0,184.8,12.1,8.8,0,0,3.62,3.45,1.27,159.1,52.6,182.6,8.3,76.6,84.2,16,53.4,26.4,20.2,0.305
14,Brady Singer,KC,SP,R,30.8,30.8,17.6,778.4,184.8,11.6,9.3,0,0,3.75,3.67,1.23,169.1,53.6,173.9,9.8,78.4,85.5,19,47.6,32.5,19.9,0.300
15,Zac Gallen,ARI,SP,R,30.8,30.8,17.7,775.1,184.8,12.0,8.7,0,0,3.56,3.43,1.18,197.7,58.7,159.4,8.6,77.0,83.4,21,41.9,38.3,19.9,0.283
16,Shane Bieber,CLE,SP,R,30.8,30.8,18.4,763.6,184.8,12.7,8.0,0,0,3.47,3.34,1.16,193.2,43.4,171.2,5.4,71.2,77.7,22,45.0,35.0,20.0,0.297
17,Zack Wheeler,PHI,SP,R,30.8,30.8,18.2,749.4,181.7,12.4,7.7,0,0,3.35,3.24,1.14,180.6,43.7,163.8,7.3,70.3,77.0,20,45.6,34.9,19.5,0.287
18,Robbie Ray,SEA,SP,L,30.8,30.8,16.8,766.6,181.7,12.2,8.5,0,0,3.75,3.70,1.19,210.3,60.2,156.7,6.2,77.9,83.6,28,36.8,43.3,19.9,0.273
19,German Marquez,COL,SP,R,30.8,30.8,16.6,770.4,181.7,10.6,10.0,0,0,4.47,4.34,1.36,153.8,59.6,187.7,5.4,94.1,102.1,25,46.4,33.9,19.7,0.314
20,Merrill Kelly,ARI,SP,R,30.8,30.8,16.2,773.5,181.7,11.3,9.6,0,0,4.16,4.12,1.29,156.4,55.7,178.9,5.0,85.9,92.6,24,40.9,39.0,20.1,0.291
21,Triston McKenzie,CLE,SP,R,30.8,30.8,16.6,764.4,181.7,12.1,8.6,0,0,3.88,3.89,1.18,192.2,57.4,156.4,6.2,82.3,87.7,29,31.5,48.4,20.0,0.264
22,Lance Lynn,CHW,SP,R,30.8,30.8,16.9,744.8,178.6,11.6,8.4,0,0,3.73,3.60,1.16,171.9,41.2,166.3,8.0,76.9,83.1,26,40.6,39.5,19.9,0.279
23,Brandon Woodruff,MIL,SP,R,30.8,30.8,17.7,735.6,178.6,11.8,8.0,0,0,3.41,3.29,1.13,206.4,50.3,151.5,6.9,69.6,75.3,22,39.9,40.6,19.5,0.280
24,Dylan Cease,CHW,SP,R,30.8,30.8,17.4,751.2,178.6,11.8,8.1,0,0,3.50,3.39,1.19,215.1,69.5,142.7,6.8,73.5,79.3,24,37.2,43.3,19.5,0.269
25,Logan Gilbert,SEA,SP,R,30.8,30.8,16.3,751.3,178.6,11.8,8.5,0,0,3.80,3.69,1.18,177.5,47.9,163.3,7.0,78.5,84.2,26,37.0,43.6,19.5,0.274
26,Tyler Anderson,LAA,SP,L,30.8,30.8,15.4,749.0,175.6,11.5,8.8,0,0,4.36,4.37,1.28,137.9,44.3,180.3,6.7,86.6,92.8,29,37.2,42.4,20.3,0.283
27,Julio Urias,LAD,SP,L,30.8,30.8,16.5,735.7,175.6,11.8,7.9,0,0,3.72,3.68,1.19,169.7,46.6,162.6,6.4,75.8,81.6,26,37.2,42.9,19.9,0.277
28,Marco Gonzales,SEA,SP,L,30.8,30.8,14.2,770.2,175.6,10.9,9.7,0,0,4.55,4.55,1.35,118.0,47.6,189.3,7.0,91.0,97.5,28,40.0,39.3,20.7,0.280
29,Adam Wainwright,STL,SP,R,29.8,29.8,14.8,749.2,172.8,11.5,8.8,0,0,4.44,4.36,1.37,127.3,51.4,186.1,7.1,83.3,90.0,22,45.0,34.2,20.8,0.304
30,Jose Urquidy,HOU,SP,R,29.8,29.8,14.5,737.2,172.8,12.2,8.0,0,0,4.37,4.26,1.24,145.8,42.9,171.1,6.4,88.4,94.1,30,34.4,45.7,19.9,0.273
31,Kevin Gausman,TOR,SP,R,30.8,30.8,17.3,705.5,172.5,12.3,6.8,0,0,3.50,3.32,1.12,186.5,37.0,155.5,4.6,66.2,71.7,23,39.7,40.7,19.6,0.291
32,Kyle Freeland,COL,SP,L,30.8,30.8,14.8,749.9,172.5,9.1,10.9,0,0,5.19,5.11,1.46,121.7,53.1,198.6,8.9,99.0,106.7,26,43.2,36.3,20.6,0.322
33,Cole Irvin,BAL,SP,L,30.8,30.8,14.5,742.8,172.5,10.0,10.0,0,0,4.44,4.40,1.30,120.3,40.6,183.2,7.4,87.6,93.8,28,38.5,41.1,20.3,0.286
34,Cal Quantrill,CLE,SP,R,30.8,30.8,14.5,745.9,172.5,10.6,9.4,0,0,4.52,4.45,1.34,131.2,49.4,180.9,8.4,87.9,94.4,26,40.7,39.3,20.0,0.290
35,Jordan Montgomery,STL,SP,L,30.8,30.8,16.6,721.0,172.5,11.8,7.6,0,0,3.67,3.68,1.22,155.7,46.6,164.4,6.3,69.6,75.7,20,45.3,34.7,20.0,0.295
36,Shane McClanahan,TB,SP,L,29.2,29.2,17.9,701.3,172.3,12.2,6.6,0,0,2.97,2.90,1.10,201.5,48.0,141.3,5.2,58.9,64.7,17,46.5,34.1,19.4,0.285
37,Justin Verlander,NYM,SP,R,28.2,28.2,16.9,704.6,172.0,12.6,6.5,0,0,3.13,3.01,1.02,195.7,34.7,141.4,6.1,64.4,69.2,23,34.2,46.3,19.5,0.261
38,Taijuan Walker,PHI,SP,R,30.8,30.8,14.7,729.7,169.4,10.4,9.0,0,0,4.34,4.31,1.32,137.7,53.8,169.7,6.7,84.5,91.0,25,42.1,37.9,20.0,0.284
39,Marcus Stroman,CHC,SP,R,30.8,30.8,15.8,716.3,169.4,10.0,9.1,0,0,3.91,3.83,1.30,138.2,46.8,172.7,5.8,74.6,81.5,19,49.8,30.0,20.2,0.303
40,Charlie Morton,ATL,SP,R,30.8,30.8,16.3,713.1,169.4,11.8,7.1,0,0,3.76,3.66,1.22,183.2,54.5,151.5,11.4,71.9,77.9,19,42.8,37.5,19.8,0.297
41,Nick Pivetta,BOS,SP,R,30.8,30.8,14.4,732.7,169.4,10.1,9.4,0,0,4.64,4.54,1.35,158.1,65.2,162.6,6.2,90.3,96.6,26,38.0,41.9,20.1,0.289
42,Max Scherzer,NYM,SP,R,27.5,27.5,16.6,687.1,167.8,12.4,6.3,0,0,3.07,2.90,1.01,202.8,35.9,133.6,7.9,62.0,66.4,22,32.2,48.1,19.7,0.262
43,Carlos Rodon,NYY,SP,L,29.2,29.2,17.4,677.5,166.4,11.6,6.4,0,0,3.04,2.86,1.03,212.6,45.5,126.4,6.1,59.4,64.3,20,35.2,45.2,19.6,0.270
44,Cristian Javier,HOU,SP,R,29.2,29.2,15.3,705.1,166.4,12.0,6.7,0,0,3.71,3.66,1.17,202.7,65.2,129.3,7.5,74.4,78.9,26,27.9,52.2,20.0,0.253
45,George Kirby,SEA,SP,R,29.2,29.2,15.8,695.9,166.4,10.9,7.8,0,0,3.68,3.54,1.18,161.3,38.1,158.5,6.7,68.5,74.3,21,43.9,36.5,19.7,0.288
46,Martin Perez,TEX,SP,L,29.2,29.2,15.0,723.9,166.4,9.9,9.1,0,0,4.17,4.12,1.37,137.9,58.0,170.4,6.8,78.1,85.1,20,47.4,32.4,20.2,0.300
47,Jose Berrios,TOR,SP,R,30.8,30.8,15.1,708.5,166.3,11.1,7.8,0,0,4.16,4.09,1.26,149.8,43.7,165.8,8.7,76.4,82.4,25,40.9,39.2,19.9,0.293
48,Ranger Suarez,PHI,SP,L,30.8,30.8,15.7,714.6,166.3,10.4,8.2,0,0,3.90,3.96,1.36,140.6,60.5,165.1,5.8,72.9,80.1,18,51.0,28.7,20.2,0.299
49,Joe Ryan,MIN,SP,R,30.8,30.8,15.0,704.0,166.3,10.1,8.6,0,0,3.88,3.86,1.17,170.8,49.1,145.1,7.7,75.9,80.8,26,30.9,49.0,20.2,0.264
50,Shohei Ohtani,LAA,SP,R,27.5,27.5,17.1,671.0,165.0,11.9,6.2,0,0,3.07,2.90,1.08,205.6,47.9,130.0,6.2,58.3,63.5,19,41.0,39.7,19.3,0.281
51,Patrick Sandoval,LAA,SP,L,29.8,29.8,15.9,693.4,163.9,10.8,7.5,0,0,3.80,3.84,1.31,163.2,60.7,153.7,6.1,68.7,75.1,19,47.0,33.0,20.0,0.301
52,Nathan Eovaldi,TEX,SP,R,29.8,29.8,15.4,683.9,163.9,9.6,8.7,0,0,3.84,3.77,1.19,146.1,36.4,159.1,6.1,71.8,77.8,22,42.8,37.5,19.7,0.289
53,Pablo Lopez,MIN,SP,R,29.2,29.2,15.6,687.5,163.5,10.3,8.0,0,0,3.72,3.67,1.23,160.8,46.3,154.7,7.9,67.7,73.6,19,44.5,35.6,19.9,0.298
54,Luis Garcia,HOU,SP,R,29.2,29.2,14.8,693.0,163.5,11.5,7.1,0,0,3.99,3.87,1.23,165.4,51.8,149.7,4.9,75.3,80.7,24,37.0,43.1,19.9,0.278
55,Jon Gray,TEX,SP,R,30.8,30.8,15.4,687.7,163.2,9.3,8.8,0,0,3.80,3.68,1.23,164.4,52.5,147.4,6.9,71.5,77.4,21,42.9,37.5,19.6,0.286
56,Lucas Giolito,CHW,SP,R,30.8,30.8,15.1,691.2,163.2,9.7,8.7,0,0,4.09,3.98,1.26,166.4,52.9,153.1,4.9,74.0,79.7,25,39.1,40.9,20.1,0.287
57,Joe Musgrove,SD,SP,R,27.0,27.0,15.3,678.5,162.0,12.2,6.2,0,0,3.61,3.58,1.19,160.6,43.9,148.0,9.7,66.2,71.6,20,42.1,38.0,20.0,0.284
58,Sean Manaea,SF,SP,L,29.8,29.8,14.6,678.6,160.9,9.5,8.7,0,0,4.01,3.94,1.25,150.7,45.7,155.6,5.9,72.7,78.2,21,40.4,39.5,20.2,0.295
59,Spencer Strider,ATL,SP,R,29.8,29.8,17.2,657.5,160.9,11.5,5.7,0,0,3.02,2.91,1.10,215.8,58.4,118.0,6.3,55.7,60.6,16,38.4,42.4,19.3,0.282
60,Jameson Taillon,CHC,SP,R,29.2,29.2,14.1,680.3,160.6,9.2,9.1,0,0,4.26,4.15,1.26,136.8,40.7,161.3,6.1,77.6,83.2,24,38.6,41.5,19.9,0.290
61,Eric Lauer,MIL,SP,L,29.2,29.2,14.1,687.7,160.6,9.8,8.5,0,0,4.16,4.23,1.31,157.0,61.3,148.7,5.1,77.4,82.7,25,35.6,44.4,20.1,0.275
62,Graham Ashcraft,CIN,SP,R,29.2,29.2,14.4,692.5,160.6,8.6,9.6,0,0,4.44,4.33,1.41,125.3,55.2,170.8,8.0,81.4,89.0,20,53.0,27.5,19.5,0.306
63,Reid Detmers,LAA,SP,L,29.2,29.2,14.6,683.7,160.6,10.4,7.8,0,0,4.09,4.03,1.26,164.1,56.8,146.0,7.4,74.8,80.2,24,36.6,43.4,20.0,0.281
64,Jordan Lyles,KC,SP,R,30.8,30.8,12.5,698.4,160.2,8.0,10.8,0,0,5.04,4.94,1.41,113.1,51.2,174.0,6.2,89.5,95.5,24,39.2,40.4,20.3,0.302
65,Nestor Cortes,NYY,SP,L,27.9,27.9,15.0,667.2,159.0,10.6,7.3,0,0,3.87,3.88,1.18,165.3,45.1,141.9,5.0,70.5,75.6,25,33.7,46.2,20.1,0.272
66,Madison Bumgarner,ARI,SP,L,29.8,29.8,12.5,689.5,157.9,8.5,10.0,0,0,4.85,4.81,1.36,118.7,47.1,168.0,8.5,86.6,92.1,26,35.4,44.2,20.4,0.291
67,Josiah Gray,WSH,SP,R,29.8,29.8,13.0,686.0,157.9,8.0,10.1,0,0,4.55,4.50,1.31,158.8,65.0,142.2,6.7,84.8,90.0,29,32.4,47.7,19.9,0.265
68,Kyle Gibson,BAL,SP,R,29.2,29.2,14.1,681.7,157.7,9.0,8.9,0,0,4.18,4.12,1.34,127.9,49.0,162.3,7.4,73.6,80.0,20,47.8,32.0,20.3,0.299
69,Alex Cobb,SF,SP,R,29.2,29.2,15.8,659.0,157.7,9.7,7.6,0,0,3.40,3.25,1.25,153.1,47.4,149.3,5.3,60.3,66.5,13,53.3,26.9,19.8,0.309
70,Tony Gonsolin,LAD,SP,R,29.2,29.2,14.0,678.6,157.7,10.1,7.7,0,0,4.02,3.86,1.28,153.1,53.5,148.1,5.4,74.5,80.1,24,39.4,40.6,20.0,0.277
71,Nick Lodolo,CIN,SP,L,29.2,29.2,16.0,654.6,157.7,8.8,8.3,0,0,3.61,3.62,1.21,185.5,54.8,136.1,11.3,65.0,70.9,19,45.1,35.1,19.8,0.295
72,Eduardo Rodriguez,DET,SP,L,29.2,29.2,14.4,656.8,154.8,8.1,9.2,0,0,3.89,3.90,1.27,136.7,49.3,147.8,4.9,67.9,73.5,19,43.4,36.3,20.3,0.294
73,Corey Kluber,BOS,SP,R,29.2,29.2,13.2,663.8,154.8,8.9,9.0,0,0,4.78,4.65,1.31,121.9,36.0,167.4,8.0,81.9,87.8,24,39.2,40.3,20.6,0.304
74,Mitch Keller,PIT,SP,R,29.2,29.2,13.7,667.8,154.8,8.5,9.2,0,0,4.35,4.23,1.40,133.7,59.9,156.5,7.9,73.1,79.0,18,45.6,34.5,19.9,0.311
75,Carlos Carrasco,NYM,SP,R,29.2,29.2,14.1,657.9,154.8,10.0,7.5,0,0,3.91,3.78,1.27,146.7,44.1,152.5,6.0,67.7,73.3,20,44.1,35.8,20.1,0.296
76,Luis Severino,NYY,SP,R,27.5,27.5,15.3,640.9,154.0,10.4,6.5,0,0,3.48,3.42,1.16,168.1,46.0,132.5,6.2,62.0,67.4,19,41.5,39.1,19.4,0.282
77,Johnny Cueto,MIA,SP,R,25.9,25.9,12.7,664.9,152.8,9.2,8.8,0,0,4.61,4.54,1.36,105.6,41.2,166.8,6.0,79.1,85.0,23,41.5,38.2,20.3,0.296
78,Sonny Gray,MIN,SP,R,29.2,29.2,14.1,649.1,151.8,8.9,8.0,0,0,3.86,3.77,1.28,145.0,50.6,143.2,7.0,66.1,71.8,18,45.1,34.6,20.3,0.292
79,Tyler Mahle,MIN,SP,R,29.2,29.2,13.7,647.9,151.8,8.8,8.2,0,0,4.03,4.00,1.26,146.5,49.3,141.4,6.3,69.6,74.7,21,37.9,42.0,20.1,0.283
80,Drew Rasmussen,TB,SP,R,29.2,29.2,14.2,639.4,151.8,9.5,7.4,0,0,3.75,3.68,1.23,136.6,43.4,143.9,5.0,65.3,70.9,18,44.9,35.5,19.6,0.285
81,JT Brubaker,PIT,SP,R,29.2,29.2,13.6,652.4,151.8,8.3,8.9,0,0,4.19,4.10,1.33,139.7,50.9,150.2,7.7,70.6,76.2,20,43.1,36.8,20.1,0.303
82,Hunter Greene,CIN,SP,R,29.2,29.2,14.8,633.6,151.8,8.1,8.3,0,0,3.72,3.59,1.17,191.0,56.7,121.2,7.9,67.9,72.9,23,34.5,46.4,19.1,0.267
83,Paul Blackburn,OAK,SP,R,27.9,27.9,12.7,639.7,147.9,7.3,9.7,0,0,4.31,4.18,1.35,108.3,42.7,156.8,6.0,70.8,76.7,19,48.3,31.5,20.3,0.298
84,Justin Steele,CHC,SP,L,27.9,27.9,14.1,627.5,147.9,8.4,8.0,0,0,3.89,3.96,1.35,143.8,60.3,139.4,6.0,63.0,68.7,16,47.6,32.2,20.2,0.306
85,Dean Kremer,BAL,SP,R,25.9,25.9,12.6,634.2,147.6,8.7,8.4,0,0,4.43,4.40,1.32,117.1,46.5,148.7,6.2,73.6,78.9,22,39.1,40.7,20.2,0.288
86,Blake Snell,SD,SP,L,27.5,27.5,14.6,606.1,145.8,10.4,5.5,0,0,3.36,3.32,1.19,180.3,56.9,117.0,4.2,54.7,59.2,17,38.2,42.1,19.7,0.282
87,James Kaprielian,OAK,SP,R,27.9,27.9,11.3,639.6,145.1,6.7,10.2,0,0,4.67,4.56,1.37,119.1,56.8,142.1,6.0,77.9,82.9,23,36.0,43.9,20.1,0.275
88,Jesus Luzardo,MIA,SP,L,25.9,25.9,13.6,617.7,145.0,8.8,7.5,0,0,3.82,3.84,1.26,153.6,54.8,128.3,6.2,62.3,67.3,18,40.6,39.7,19.7,0.288
89,Patrick Corbin,WSH,SP,L,29.2,29.2,12.5,614.5,143.1,6.6,9.6,0,0,4.50,4.44,1.38,116.3,45.3,152.3,4.7,70.8,76.5,20,45.1,34.7,20.1,0.307
90,Jeffrey Springs,TB,SP,L,27.9,27.9,13.5,597.3,142.3,8.7,7.0,0,0,3.77,3.81,1.22,142.0,43.8,130.1,4.1,60.2,64.9,19,38.9,40.9,20.2,0.282
91,Ross Stripling,SF,SP,R,26.2,26.2,12.3,601.5,141.5,8.2,7.9,0,0,4.19,4.07,1.26,115.7,35.6,142.8,4.4,68.2,73.2,20,40.6,39.2,20.2,0.289
92,Clayton Kershaw,LAD,SP,L,24.3,24.3,14.2,581.1,140.9,9.8,5.8,0,0,3.38,3.27,1.15,148.2,31.1,131.2,4.2,53.2,58.2,18,45.3,34.5,20.2,0.295
93,Jose Suarez,LAA,SP,L,27.5,27.5,12.4,603.3,140.3,8.4,7.5,0,0,4.35,4.35,1.34,123.3,48.4,139.1,6.6,68.4,73.7,21,41.7,38.1,20.2,0.291
94,Kyle Bradish,BAL,SP,R,27.5,27.5,12.8,598.8,140.3,7.7,8.0,0,0,4.06,4.00,1.31,129.3,49.6,133.8,5.4,63.6,68.8,18,43.7,36.4,19.9,0.294
95,Kodai Senga,NYM,SP,R,25.9,25.9,13.1,596.6,139.9,9.4,6.2,0,0,3.57,3.44,1.24,159.9,54.9,119.0,4.8,58.6,63.2,17,40.3,40.2,19.6,0.279
96,Roansy Contreras,PIT,SP,R,27.9,27.9,12.4,599.3,139.5,7.4,8.2,0,0,4.06,4.02,1.29,131.6,52.0,128.5,5.0,65.1,69.9,19,38.4,41.8,19.7,0.283
97,Zack Greinke,KC,SP,R,26.2,26.2,11.5,597.0,138.9,7.4,8.7,0,0,4.61,4.55,1.33,85.1,30.8,153.9,4.0,72.4,77.9,19,43.2,36.1,20.6,0.297
98,Jacob deGrom,TEX,SP,R,24.3,24.3,15.5,547.5,138.5,9.1,5.4,0,0,2.43,2.13,0.90,187.6,28.5,96.6,4.0,41.0,44.9,14,39.3,41.8,18.8,0.265
99,Zach Davies,ARI,SP,R,27.5,27.5,11.0,608.0,137.5,7.0,9.0,0,0,4.85,4.82,1.45,105.3,52.1,147.6,4.2,74.3,79.7,20,41.4,38.0,20.7,0.298
100,Andrew Heaney,TEX,SP,L,27.5,27.5,13.7,566.7,137.5,7.5,7.3,0,0,3.56,3.49,1.12,158.2,37.6,116.1,7.0,55.6,59.7,19,36.5,43.6,19.9,0.281
101,Jack Flaherty,STL,SP,R,27.5,27.5,12.2,588.6,137.5,8.4,7.1,0,0,4.09,4.12,1.29,129.7,48.8,128.5,6.7,62.9,67.6,19,39.9,40.0,20.2,0.286
102,Dustin May,LAD,SP,R,25.9,25.9,13.5,575.2,137.3,9.0,6.0,0,0,3.47,3.31,1.21,149.4,44.9,121.3,6.6,55.3,60.4,16,46.9,33.7,19.4,0.290
103,Antonio Senzatela,COL,SP,R,27.5,27.5,11.5,582.2,134.8,6.0,9.4,0,0,5.28,5.13,1.49,79.7,35.2,165.5,5.8,77.5,84.1,19,48.3,31.8,19.9,0.333
104,Zach Eflin,TB,SP,R,25.9,25.9,12.1,570.8,134.7,8.3,6.9,0,0,4.02,3.92,1.24,114.4,32.6,134.7,5.4,61.2,66.1,18,42.3,37.7,20.0,0.288
105,Matt Manning,DET,SP,R,25.9,25.9,11.2,581.9,134.7,6.5,9.0,0,0,4.53,4.48,1.36,98.6,45.2,137.5,4.8,69.0,74.1,19,42.0,37.9,20.1,0.290
106,Edward Cabrera,MIA,SP,R,26.2,26.2,12.1,579.2,133.6,7.4,7.5,0,0,3.99,3.96,1.31,139.9,57.9,117.5,7.2,61.3,66.1,16,41.4,38.8,19.8,0.283
107,Noah Syndergaard,LAD,SP,R,24.3,24.3,10.8,565.1,131.2,8.1,7.1,0,0,4.56,4.26,1.33,97.4,33.3,141.5,4.9,68.2,73.3,21,42.8,37.2,20.0,0.293
108,Michael Lorenzen,DET,SP,R,24.3,24.3,11.2,572.5,131.2,6.7,8.4,0,0,4.42,4.41,1.40,103.3,52.7,131.3,5.3,65.0,70.2,16,45.4,34.5,20.2,0.296
109,Jose Quintana,NYM,SP,L,25.1,25.1,12.1,558.5,130.5,8.3,6.4,0,0,3.91,3.85,1.32,121.3,41.9,130.8,3.9,55.6,60.4,16,44.9,34.8,20.3,0.303
110,Ken Waldichuk,OAK,SP,L,25.9,25.9,11.9,556.8,129.5,6.1,8.2,0,0,3.87,3.94,1.27,129.8,49.6,115.4,7.2,56.7,61.1,17,39.2,40.7,20.0,0.280
111,Chris Sale,BOS,SP,L,24.3,24.3,13.3,528.0,128.8,8.1,5.8,0,0,3.39,3.29,1.11,148.7,36.1,107.2,6.8,50.0,54.5,14,42.3,38.1,19.6,0.290
112,Jose Urena,COL,SP,R,24.3,24.3,10.6,567.3,128.8,6.3,8.6,0,0,5.40,5.33,1.56,84.7,50.8,150.4,4.6,77.6,83.9,19,48.0,32.1,19.9,0.324
113,Freddy Peralta,MIL,SP,R,24.3,24.3,11.9,544.8,128.8,7.8,6.6,0,0,3.86,3.87,1.23,142.3,49.4,109.3,6.0,57.3,61.4,18,35.2,44.7,20.1,0.270
114,Shintaro Fujinami,OAK,SP,R,24.3,24.3,10.5,557.2,126.4,6.0,8.5,0,0,4.39,4.33,1.40,117.7,60.1,117.5,5.7,63.1,67.6,17,40.4,39.8,19.8,0.283
115,Michael Kopech,CHW,SP,R,26.2,26.2,10.6,545.1,125.8,6.7,7.4,0,0,4.34,4.22,1.32,123.9,52.4,113.7,4.4,64.3,68.6,21,36.0,44.1,20.0,0.268
116,Michael Wacha,SD,SP,R,22.7,22.7,10.8,532.2,124.9,8.7,5.7,0,0,4.14,4.12,1.28,105.9,36.2,123.2,4.5,59.0,63.3,19,41.2,38.7,20.1,0.282
117,Steven Matz,STL,SP,L,24.3,24.3,11.6,519.2,123.9,7.9,6.0,0,0,3.83,3.79,1.23,117.3,35.3,117.2,4.8,52.4,56.7,16,43.0,37.3,19.8,0.294
118,Grayson Rodriguez,BAL,SP,R,24.3,24.3,11.9,521.5,123.9,6.9,6.8,0,0,3.84,3.79,1.24,127.3,41.1,112.1,4.8,52.0,56.2,16,41.8,37.2,21.0,0.292
119,MacKenzie Gore,WSH,SP,L,24.6,24.6,11.0,534.2,123.0,5.9,7.8,0,0,4.26,4.36,1.39,118.4,55.5,115.1,5.3,59.1,63.7,17,41.3,38.7,20.0,0.291
120,Zach Plesac,CLE,SP,R,22.7,22.7,10.3,529.2,122.6,7.3,6.9,0,0,4.55,4.57,1.33,92.4,33.3,130.4,4.8,62.4,67.0,20,39.8,40.0,20.3,0.291
121,Alex Wood,SF,SP,L,24.3,24.3,11.7,511.4,121.5,6.8,6.5,0,0,3.70,3.62,1.22,116.9,32.7,115.6,7.9,50.7,55.1,13,45.7,34.3,20.0,0.299
122,Matthew Boyd,DET,SP,L,24.3,24.3,10.9,515.6,121.5,5.8,7.7,0,0,4.06,4.08,1.22,110.0,35.7,112.8,6.0,56.8,60.8,18,36.4,43.4,20.2,0.278
123,Cade Cavalli,WSH,SP,R,24.3,24.3,10.7,526.6,121.5,5.8,7.9,0,0,4.43,4.48,1.39,112.3,52.6,116.1,6.8,60.0,64.7,16,42.6,37.6,19.9,0.293
124,Nick Martinez,SD,SP,R,22.7,22.7,10.2,512.6,118.0,7.9,5.6,0,0,4.22,4.19,1.37,104.2,45.1,116.6,4.7,55.5,59.9,16,44.3,35.5,20.2,0.291
125,Kenta Maeda,MIN,SP,R,22.7,22.7,10.5,491.6,115.8,6.6,6.4,0,0,4.09,4.05,1.27,105.6,33.2,113.7,4.5,52.7,56.7,16,40.5,39.1,20.5,0.293
126,Andrew Painter,PHI,SP,R,22.4,22.4,10.0,487.3,114.2,6.6,6.4,0,0,4.40,4.35,1.30,104.9,36.6,112.3,4.6,55.7,59.7,18,39.4,39.5,21.1,0.290
127,Austin Gomber,COL,SP,L,34.0,17.8,8.2,487.3,113.7,5.8,6.9,0,2,4.86,4.85,1.41,90.0,37.2,122.7,3.9,62.5,67.3,18,41.2,38.5,20.3,0.313
128,James Paxton,BOS,SP,L,22.7,22.7,10.3,481.8,113.5,6.4,6.2,0,0,4.26,4.25,1.28,109.5,39.6,105.8,3.7,55.3,59.3,16,37.7,42.2,20.1,0.289
129,Trevor Rogers,MIA,SP,L,22.7,22.7,10.8,478.7,113.5,6.2,6.3,0,0,3.87,3.84,1.27,115.6,40.1,103.7,4.7,48.5,52.4,14,40.2,40.0,19.8,0.297
130,Kyle Hendricks,CHC,SP,R,21.1,21.1,9.1,485.2,111.8,6.0,7.1,0,0,4.77,4.73,1.37,78.3,28.9,124.4,5.2,59.1,63.3,18,41.1,38.0,20.9,0.300
131,Daniel Lynch,KC,SP,L,22.7,22.7,9.8,475.9,111.2,5.5,6.9,0,0,4.29,4.31,1.34,93.4,40.2,108.7,4.5,53.9,58.0,14,41.6,38.3,20.1,0.298
132,Ryan Yarbrough,KC,SP,L,24.6,24.6,8.6,483.1,110.7,4.5,8.3,0,0,5.08,5.15,1.41,67.5,31.8,124.3,7.1,61.0,65.2,16,39.8,39.1,21.0,0.304
