last_name, first_name,player_id,year,player_age,xslg,xwoba,xobp,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent,z_swing_percent,oz_swing_percent,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,sprint_speed,
Mazara, Nomar,608577,2022,27,.357,.294,.303,86.1,17.6,35.3,4.2,8.4,32.8,65,29.7,36.1,29.4,26.9,7.6,26.3,
Plawecki, Kevin,608700,2022,31,.299,.268,.294,89.3,11.4,28.3,0,6.5,37.7,64.9,28.6,47.8,21,25.4,5.8,24.8,
Refsnyder, Rob,608701,2022,31,.472,.374,.371,89.9,13.1,49.1,10.9,11.8,44.5,58.9,25.2,37.3,24.5,34.5,3.6,27.1,
Reynolds, Matt,608703,2022,31,.305,.272,.294,90.2,5.6,36.5,3,9,42.4,58.9,25.5,51.5,20.4,26.3,1.8,27.4,
Meneses, Joey,608841,2022,30,.457,.332,.315,91.4,9.5,39,9.9,5.8,47.1,66.6,30.4,47.7,23.8,25.6,2.9,25.8,
Andujar, Miguel,609280,2022,27,.351,.281,.281,84.4,9.2,34.3,3.7,4.6,31.5,66,39.6,40.7,19.4,28.7,11.1,27.4,
Vosler, Jason,613564,2022,28,.376,.312,.326,84.7,15.2,41.4,4.3,8.6,25.7,64.3,31.4,37.1,22.9,30,10,26.7,
Cordero, Franchy,614173,2022,27,.402,.313,.310,89.7,12.7,39,12.3,10.4,45.5,69.7,30.8,39.6,27.9,26.6,5.8,28.6,
Reyes, Franmil,614177,2022,26,.358,.275,.259,92,9.9,27.8,11.3,8.5,45.8,68.4,28.4,47.9,22.9,22.2,7,26.0,
Torrens, Luis,620443,2022,26,.333,.284,.299,90.3,8.9,34,4.9,4.9,46.6,66.5,25.8,46.6,17.5,30.1,5.8,26.0,
Swanson, Dansby,621020,2022,28,.461,.337,.314,90.2,15.7,37,10.8,8,46.3,72.4,26.4,38.3,29.4,26.8,5.4,28.4,
Newman, Kevin,621028,2022,28,.332,.285,.304,85.8,13.1,31.7,1.6,3.3,27.2,64.9,31.2,44,18.9,28,9.1,27.9,
Taylor, Chris,621035,2022,31,.340,.277,.282,87.4,20.4,40.8,10.2,6.1,38,75.2,23,32.2,32.7,28.6,6.5,28.5,
Correa, Carlos,621043,2022,27,.484,.363,.353,89.9,11.6,35.3,11.4,5.7,44.7,63.3,26.9,42,25.9,25.7,6.4,27.1,
Phillips, Brett,621433,2022,28,.244,.220,.230,88.5,22.8,32.1,4.5,5.4,29.5,63.9,22.6,33.9,30.4,23.2,12.5,28.9,
Taylor, Tyrone,621438,2022,28,.412,.307,.289,88,16.9,34.7,9.9,7.3,37.6,68.8,32.3,38.3,33.2,21.5,6.9,28.5,
Buxton, Byron,621439,2022,28,.509,.358,.323,92.9,21.4,34.2,16.4,7.1,50.2,66.2,26.8,30.7,36,21.3,12,29.1,
Bolt, Skye,621450,2022,28,.321,.258,.256,89.2,9.3,29.9,5.2,3.9,35.1,67.4,27.9,48.1,24.7,22.1,5.2,27.8,
Ward, Taylor,621493,2022,28,.474,.361,.352,90,15.8,41.8,12.4,7.4,42.9,62.3,20.6,35.5,31.3,27.1,6.1,28.4,
Nido, Tomas,621512,2022,28,.377,.287,.279,86.3,8.3,40.1,6.3,8.1,33.3,81.6,42.1,53.2,19.4,24.8,2.7,25.6,
Wisdom, Patrick,621550,2022,30,.380,.295,.284,90.7,21,29.8,14.2,6.2,46.3,70.5,26.4,34.9,31.8,20.4,12.8,27.8,
Wendle, Joey,621563,2022,32,.331,.276,.289,87.5,3,27.9,1.7,5,36.2,66.6,39.8,55.1,19.3,23.3,2.3,27.3,
Olson, Matt,621566,2022,28,.467,.347,.334,92.9,16.1,33.8,13.6,7.6,50.9,73.9,28.5,39.6,28.4,22,10,26.3,
Duffy, Matt,622110,2022,31,.333,.280,.293,87.1,9.9,38.8,2.8,5.1,25.8,64.3,25.5,46.1,25.8,25.3,2.8,26.8,
Margot, Manuel,622534,2022,27,.357,.299,.316,89.5,10.2,30.9,3.7,3.7,37.9,74.4,32.6,46.1,17.5,26.8,9.7,27.9,
Camargo, Johan,622666,2022,28,.309,.267,.286,86.4,11.6,37.1,2.6,2.6,27.6,68.1,33.8,43.1,22.4,26.7,7.8,24.8,
Reyes, Victor,622682,2022,27,.368,.292,.297,87.9,10.9,35.5,5,5,36.8,71.5,42.6,45.5,19.4,28.5,6.6,27.5,
Mateo, Jorge,622761,2022,27,.344,.272,.269,86.8,14.8,35.5,6,5.7,32.7,72.6,36.6,38.6,25.9,26.7,8.8,30.1,
Heineman, Tyler,623168,2022,31,.293,.273,.305,82.7,19.9,34,0,0.7,13.2,73.5,36.5,39.6,25.7,22.2,12.5,26.7,
Velazquez, Andrew,623205,2022,27,.312,.246,.243,88,8.2,33,6.6,6.6,34,76.8,29.3,50.9,24.5,20.3,4.2,29.2,
Bote, David,623520,2022,29,.354,.289,.293,92.4,7.9,34.7,6.9,8.3,55.6,61,28,48.6,11.1,30.6,8.3,26.7,
Ramirez, Harold,623912,2022,27,.387,.314,.324,88.5,4.8,32.2,4.8,6.6,41.2,72.6,42,51.9,16.4,26.3,5.4,28.1,
Santander, Anthony,623993,2022,27,.471,.352,.335,90.1,21.4,33.5,11.6,8.1,43.3,65.5,32.5,32.2,28.7,23.4,15.8,26.4,
Alonso, Pete,624413,2022,27,.489,.354,.346,89.8,18.2,34.5,12.3,4.8,44.8,70.9,33.5,36.4,30.5,23,10,25.6,
Arroyo, Christian,624414,2022,27,.430,.330,.330,88.9,9.1,34.9,6.4,4.3,42.1,76.8,40,47.2,19.1,27.7,6,27.8,
Biggio, Cavan,624415,2022,27,.319,.288,.311,87.9,19.6,36.2,6.9,8.6,32.8,62.4,16.4,35.6,37.4,19.5,6.9,28.5,
Frazier, Adam,624428,2022,30,.339,.297,.324,85.1,13.6,37.7,1.5,4,24.5,68.4,28.8,41.8,23.8,27.8,6.5,26.8,
Trevino, Jose,624431,2022,29,.364,.281,.275,87.9,13,31,5.1,4,35,60.7,40,40.9,27.7,23.4,8,25.0,
Gordon, Nick,624503,2022,26,.464,.333,.308,90.6,12.5,36.6,9.4,8.1,44.7,78.6,39.2,42.1,29.8,25.6,2.6,27.8,
McGuire, Reese,624512,2022,27,.326,.267,.276,87,14.1,33.2,2.5,5.9,29.7,66.2,38.1,42.1,20.3,28.2,9.4,26.0,
Soler, Jorge,624585,2022,30,.421,.322,.312,91.2,13.7,33.1,12.2,6.6,43.6,69.2,25.8,43.1,27.6,21,8.3,26.9,
Sosa, Edmundo,624641,2022,26,.350,.286,.291,86.8,11.4,34.4,5.5,6.3,29.7,69.8,45.6,46.9,20.3,26.6,6.3,29.5,
Hernandez, Yadiel,628450,2022,34,.407,.310,.293,88.8,3.5,35.6,8.6,7.7,42.1,72.9,31.5,50.6,23.2,25.3,0.9,25.6,
Ibanez, Andy,628451,2022,29,.344,.272,.270,88.3,14.9,29.6,6.1,8.2,39.8,71,24.6,43.9,29.6,12.2,14.3,27.5,
Cronenworth, Jake,630105,2022,28,.356,.303,.319,87.6,18.2,32.3,5.6,6.9,34.1,60,21.6,36.2,34.1,21.1,8.6,28.2,
Meadows, Austin,640457,2022,27,.460,.380,.398,87.8,17.2,34.2,6.3,6.3,39.6,62.8,21.1,37.8,24.3,27,10.8,27.2,
Mercado, Oscar,640458,2022,27,.350,.258,.239,86.3,22.2,33.3,6.5,6.5,29,81.1,32.8,32.3,35.5,18.3,14,28.3,
Pinder, Chad,640461,2022,30,.380,.280,.263,87.5,9.7,33.3,6.5,7.3,40.7,75.4,30.1,50,20.7,22.8,6.5,25.9,
Azocar, Jose,640492,2022,26,.317,.272,.285,88.3,9.4,31.3,2.5,5,30.6,76,38.4,51.2,24.4,21.3,3.1,29.5,
Anderson, Tim,641313,2022,29,.438,.340,.340,88.2,3.3,37.5,5.8,5.4,41.2,75.8,41.6,55.2,17,27.4,0.4,28.3,
Bellinger, Cody,641355,2022,26,.354,.278,.271,89.4,20.3,34.4,8.3,5.8,38.1,68.2,31.7,35.6,32.8,22.2,9.4,28.1,
Collins, Zack,641470,2022,27,.317,.257,.256,91,20.1,35.1,8.8,5.3,40.4,64.8,18.9,28.1,40.4,24.6,7,24.2,
Crawford, J.P.,641487,2022,27,.337,.315,.353,85.1,8.9,32.4,2,4.7,29.7,61.9,20.5,46.5,18.2,27.2,8.1,26.8,
Delay, Jason,641511,2022,27,.251,.230,.253,84.9,15.7,31.1,1.9,1.9,28.3,74.6,31.4,41.5,22.6,26.4,9.4,26.1,
Dozier, Hunter,641531,2022,30,.387,.301,.297,88.5,13.1,33.1,7.7,5,38.5,71.5,33,42.9,24,25.1,8,27.9,
Engel, Adam,641553,2022,30,.287,.246,.264,87.9,15,30.8,1.8,5.3,33.1,67.7,28.1,38.5,23.7,27.8,10.1,29.1,
Fraley, Jake,641584,2022,27,.417,.333,.338,85.1,13.8,33.5,7.3,5.5,27.6,68.8,25,43.3,28,23.2,5.5,28.0,
Garver, Mitch,641598,2022,31,.405,.319,.313,88.9,18.4,37.2,8.8,11.7,38.7,61.4,21.9,34.3,38,21.2,6.6,26.3,
Guillorme, Luis,641645,2022,27,.335,.302,.335,86.2,4.3,35.6,2.4,2.8,24.9,57.4,21.3,56.9,14.6,27.3,1.2,25.9,
Hampson, Garrett,641658,2022,27,.290,.261,.282,86.5,10.2,29.8,4.3,4.3,27.7,60.2,27.9,52.5,19.9,22,5.7,29.5,
Heim, Jonah,641680,2022,27,.361,.291,.296,89.3,17,29.6,6.9,5.9,39.9,73,29.6,38.9,30.8,20.9,9.3,26.0,
Leblanc, Charles,641779,2022,26,.368,.285,.278,87.3,16.9,36.9,8.7,5.8,32,62.5,27.5,37.9,28.2,25.2,8.7,28.0,
Mancini III, Trey,641820,2022,30,.410,.327,.328,89.5,12.7,39.6,9.8,10.3,40.4,67.3,30.1,40.6,27.8,25.4,6.2,25.6,
McMahon, Ryan,641857,2022,27,.423,.330,.329,91.7,10.8,36.4,10.4,6.7,46.5,63.4,25.4,44.7,27.5,26.2,1.6,25.8,
Neuse, Sheldon,641914,2022,27,.291,.254,.272,89.1,1.5,23,3.1,2.6,38.2,70.2,31.4,62.8,15.2,20.4,1.6,26.4,
O'Neill, Tyler,641933,2022,27,.423,.331,.324,89.8,13.6,36.6,11.3,6.7,43.3,68,25.9,42.4,25.2,25.2,7.1,29.8,
Smith, Dominic,642086,2022,27,.360,.293,.299,89.6,10.9,28.3,7.1,7.1,46.5,67,26,47.5,28.3,20.2,4,26.3,
Tellez, Rowdy,642133,2022,27,.479,.349,.337,91.1,15.3,31.4,12.9,7.3,46,61.2,27,39.7,29.9,20.4,10,23.8,
VanMeter, Josh,642165,2022,27,.341,.288,.301,88.1,14.3,37.5,4.7,7,33.6,54.6,13.7,39.1,32,25,3.9,26.1,
Wade, Tyler,642180,2022,27,.278,.248,.267,83.9,11.5,37,1.7,3.4,16,67.2,25.9,49.6,20.2,24.4,5.9,29.0,
White, Eli,642201,2022,28,.293,.255,.261,86.4,21.5,30.8,4.6,9.2,29.2,67.7,23.6,41.5,29.2,18.5,10.8,30.1,
Mejia, Francisco,642336,2022,26,.329,.262,.265,86.8,15.7,39.1,2.7,5.8,28,73,51.3,36.9,26.2,28.9,8,26.9,
Siri, Jose,642350,2022,26,.323,.261,.262,87.2,15.4,35.1,6.2,5.2,33,69.3,36.4,43.3,25.8,19.6,11.3,30.4,
Rosario, Amed,642708,2022,26,.396,.310,.308,88.4,5,31.1,4.5,5.5,38.3,66.9,40,52.5,16.8,25.7,5.1,29.5,
Adames, Willy,642715,2022,26,.451,.323,.299,88.9,18.9,36.4,13,6.5,43.6,71.2,29.8,34.2,33.4,22.7,9.7,27.8,
Alcantara, Sergio,642727,2022,25,.291,.244,.254,86.6,13.5,32.5,1.9,3.9,32.5,58.8,26.4,45.5,30.5,20.8,3.2,27.6,
Estrada, Thairo,642731,2022,26,.352,.299,.312,86.2,8.1,31.6,4.4,4.7,31.1,67.2,32.3,51.4,20.5,21,7.2,28.3,
Wynns, Austin,642851,2022,31,.318,.267,.279,84.1,10.4,31.7,4,4,27,54.6,31.3,46.8,23,23.8,6.3,24.9,
Benintendi, Andrew,643217,2022,27,.407,.334,.347,89.2,12.6,39.2,5.1,6.2,38.7,73.2,22.7,43.8,26.7,25.9,3.6,27.5,
Cooper, Garrett,643265,2022,31,.436,.341,.338,89.6,8.8,39,10.7,8.3,43.7,61,30.3,45.3,25,28.7,1,26.2,
Dubon, Mauricio,643289,2022,27,.331,.272,.280,84.7,16.7,28.1,2.3,5.9,29.9,72.7,38.2,39.4,31.7,20.4,8.6,28.2,
Jansen, Danny,643376,2022,27,.514,.368,.344,90.4,22.2,34.7,13.1,6.3,46.6,67.4,21,33.5,32.4,18.8,15.3,27.5,
Kemp, Tony,643393,2022,30,.291,.267,.294,84.4,15,33.9,1.6,4.1,14.9,68.4,29.4,43.3,24.3,22.9,9.4,26.2,
Kiner-Falefa, Isiah,643396,2022,27,.333,.290,.317,86.2,4.3,29.6,1.2,4.3,30.1,58,30.8,55.8,14.8,23.6,5.7,28.4,
McNeil, Jeff,643446,2022,30,.389,.323,.341,86.9,12.8,39,2.7,5.2,30.2,77.6,29.2,41.3,22.9,30,5.9,27.4,
Schwindel, Frank,643524,2022,30,.351,.278,.281,88.1,10.2,31.6,4.7,7.9,35.5,73.8,36.8,47.4,21.9,23.3,7.4,25.6,
Chang, Yu,644374,2022,26,.357,.290,.294,88.8,14.3,35.1,9,5.4,36.9,67.6,28.3,41.4,28.8,25.2,4.5,28.4,
Albies, Ozzie,645277,2022,25,.387,.297,.290,87.1,16.9,34.8,5.4,6.9,26.5,81.2,42.6,38.7,31.9,21.1,8.3,27.5,
Robles, Victor,645302,2022,25,.280,.244,.256,84.6,15.8,29.2,3.2,3.2,23.8,73.1,33,45.8,19.9,23.1,11.2,28.7,
Herrera, Jose,645444,2022,25,.180,.186,.215,84.7,3,23.5,0,0,11.1,60.5,22.8,65.4,11.1,17.3,6.2,25.3,
Ford, Mike,645801,2022,29,.302,.278,.306,88.7,18.1,37.4,3.3,7.7,33,52.5,20.6,33,28.6,28.6,9.9,24.2,
Devers, Rafael,646240,2022,25,.497,.361,.348,93.1,11.3,33.1,11.5,7.7,50.9,76.3,36.2,42.3,23.9,26.4,7.4,25.5,
Naylor, Josh,647304,2022,25,.430,.327,.323,89.4,10.3,28.9,8.6,6.4,42.8,72.8,32.9,49.5,22.5,20.9,7.2,25.3,
Toro, Abraham,647351,2022,25,.372,.284,.277,87,16.7,31.2,6.8,4.6,29.7,64.1,30.9,38.8,35,18.3,8,28.0,
Diaz, Aledmys,649557,2022,31,.396,.308,.306,86.6,12.4,30.3,6.3,5.9,36.8,74.2,33,39.8,24.4,28.3,7.5,27.7,
Urias, Luis,649966,2022,25,.398,.326,.335,87.3,18,34.3,8.3,5.4,35.3,63.2,23.3,36.5,34,21.8,7.7,26.4,
Diaz, Lewin,650331,2022,25,.262,.219,.223,88.3,15.6,29.6,5.6,4.6,28.7,60,33.5,37,35.2,21.3,6.5,24.6,
Arraez, Luis,650333,2022,25,.408,.333,.350,88.9,12.9,38.7,3.6,5.7,30.2,63.2,24.1,41.2,25.4,29.8,3.6,26.8,
Jimenez, Eloy,650391,2022,25,.512,.365,.335,92.8,7.4,31.7,14.7,8.5,54.9,71.7,32.2,50,25.4,21.9,2.7,25.7,
Torres, Gleyber,650402,2022,25,.441,.319,.298,90.4,17.5,36.2,10.7,8.5,45.3,71.9,27.7,35.9,32.7,24.2,7.2,26.9,
Castro, Willi,650489,2022,25,.339,.290,.304,84.8,13.9,35.5,3.5,4.2,31.4,77.2,39.8,42.9,24.4,23.7,9.1,28.4,
Diaz, Yandy,650490,2022,30,.424,.365,.395,92.2,7.7,30.7,4.8,8.9,49,63.6,19.6,50,19.6,24.4,6,27.1,
De La Cruz, Bryan,650559,2022,25,.498,.355,.327,90.8,9.8,43.6,11.9,6.2,47.3,70.7,31.1,42.4,24.7,30.5,2.5,27.8,
Rengifo, Luis,650859,2022,25,.392,.296,.285,86.9,9.9,31.1,5.4,4.9,33.6,77.3,34.9,48.2,23.6,21.2,7.1,27.9,
Adams, Riley,656180,2022,26,.354,.276,.267,90.2,13.5,25,9.4,9.4,45.8,58.7,34,44.8,28.1,18.8,8.3,26.7,
Allen, Greg,656185,2022,29,.246,.229,.251,87.6,8.5,25,2.5,5,32.5,69.3,23.7,55,22.5,17.5,5,28.1,
Chapman, Matt,656305,2022,29,.440,.341,.331,92.2,19,34,12.9,8.8,51.2,64.2,19.2,34.6,30,22.3,13.1,28.4,
Chavis, Michael,656308,2022,26,.336,.261,.256,85.4,11.1,33,7.5,6.1,38.7,76.7,39.1,44.8,21.9,24.4,9,28.9,
Fairchild, Stuart,656413,2022,26,.396,.317,.313,88.9,13.3,31.7,9.5,7.9,41.3,75.3,18,44.4,33.3,15.9,6.3,29.0,
Hilliard, Sam,656541,2022,28,.361,.303,.312,92,13.4,27.7,9.2,9.2,48.7,67.5,20.1,44.5,26.1,21,8.4,28.7,
Hoskins, Rhys,656555,2022,29,.445,.338,.327,90.1,18.1,37.3,11.1,5.9,44.3,60.7,23.2,36.3,33,22.9,7.8,25.9,
Joe, Connor,656582,2022,29,.340,.311,.342,85.3,10.6,35.1,4.5,3.9,33.8,58.5,21.7,47.1,19.5,26.3,7.1,26.8,
Luplow, Jordan,656669,2022,28,.351,.288,.293,87.2,17.7,24,7.5,4.8,32.9,72.2,24.3,41.1,32.9,14.4,11.6,27.8,
McKinstry, Zach,656716,2022,27,.342,.288,.300,86.4,12.9,41.4,4.3,6,30.2,66.2,28.4,39.7,25,31,4.3,28.3,
Mullins II, Cedric,656775,2022,27,.349,.288,.297,88.8,17.4,29.3,4.9,5.9,37.3,71.2,29.9,41,26.4,21.1,11.5,28.4,
O'Hearn, Ryan,656811,2022,28,.425,.327,.321,92.1,13.4,38,7,11,48,67.9,30.4,46,21,28,5,27.3,
Rivera, Emmanuel,656896,2022,26,.410,.310,.296,90.4,9.8,32.3,9.3,6,38.3,72.6,28.1,49.2,26.2,20.6,4,26.9,
Schwarber, Kyle,656941,2022,29,.535,.375,.341,93.3,19.2,35.4,20.1,8.7,54.4,60.6,21.7,34.3,33.8,20.6,11.3,26.4,
Smith, Pavin,656976,2022,26,.379,.304,.300,87.9,15.2,28.7,9.9,3.3,35.9,55.9,24.1,43.6,29.8,17.7,8.8,26.5,
Thomas, Lane,657041,2022,26,.357,.286,.286,86.4,12.5,32.6,6.5,5.7,34.5,61.4,26.1,45.3,21.3,21,12.4,29.4,
Verdugo, Alex,657077,2022,26,.428,.329,.327,89.1,8.4,37.8,6,7.6,38.2,64,24.9,46.2,23,26.5,4.3,26.8,
DeJong, Paul,657557,2022,28,.327,.267,.267,87.6,21.7,25.6,9.8,5.3,37.6,70.7,27.9,32.3,34.6,21.8,11.3,27.8,
Laureano, Ramon,657656,2022,27,.402,.307,.294,88.7,14.9,28.9,11.6,4.1,38.4,64.2,28.8,43.4,30.2,18.6,7.9,27.6,
Papierski, Michael,657709,2022,26,.204,.217,.253,77.4,12.2,28.4,0,3,9,56.1,29.7,47.8,19.4,19.4,13.4,24.8,
Sheets, Gavin,657757,2022,26,.359,.283,.281,88.6,14.8,32.3,6.5,6.1,36.1,63.7,33.2,41.2,24.8,23.5,10.5,26.6,
Olivares, Edward,658668,2022,26,.433,.339,.339,89.2,6.6,34.9,6.3,5.6,38.9,70.1,33.3,47.6,19.8,28.6,4,28.6,
Moncada, Yoan,660162,2022,27,.375,.289,.282,88.7,15.7,35.1,9.8,6.3,37.5,66,28.1,39.3,32.6,21.1,7,27.4,
Ohtani, Shohei,660271,2022,27,.552,.385,.361,92.9,12.1,35,16.8,5.6,49.8,72.1,28.4,43,30.1,23.6,3.3,28.3,
Tsutsugo, Yoshi,660294,2022,30,.285,.254,.275,88.8,10.1,32.3,5.6,3.2,36.3,64.8,25.5,47.6,23.4,22.6,6.5,26.0,
Castillo, Diego,660636,2022,24,.389,.292,.273,89.1,14.6,37.7,9.9,8.4,38.7,57.1,30.4,41.4,34,20.4,4.2,27.3,
Brujan, Vidal,660644,2022,24,.256,.236,.256,86.1,14.2,30.4,2.7,2.7,27.7,71.3,31.9,46.4,22.3,21.4,9.8,28.5,
Garcia, Dermis,660650,2022,24,.324,.244,.227,86.5,12.2,27.9,13.1,1.6,42.6,77.7,29.4,45.9,26.2,18,9.8,27.4,
Acuna Jr., Ronald,660670,2022,24,.486,.366,.358,91.2,10.8,32.8,12.8,6.1,49.7,73.5,24.3,47.7,24.7,21.2,6.4,28.5,
Ruiz, Keibert,660688,2022,23,.403,.328,.338,88,14.9,36.3,3.7,7.5,32.3,72.1,31.4,40.6,25.1,28.2,6.1,25.3,
Montero, Elehuris,660707,2022,23,.338,.260,.251,89.8,13.2,34.5,8.6,6.9,39.7,70,35.9,36.2,28.4,28.4,6.9,26.9,
Gonzalez, Oscar,660757,2022,24,.422,.320,.313,88.6,5.4,32.5,7.3,4.8,40.1,74.3,46.6,49.8,18.3,26.6,5.2,28.9,
Yepez, Juan,660766,2022,24,.394,.286,.263,86.5,17.1,33.2,9.2,5.6,33.7,73.6,37.1,37.8,31.1,19.9,11.2,26.8,
Sanchez, Jesus,660821,2022,24,.383,.298,.290,89.5,11,25.7,9.9,3.2,40.5,66.6,32.7,46.8,26.6,19.4,7.2,27.3,
Contreras, William,661388,2022,24,.479,.347,.323,90.4,6.1,31.9,13.4,4.7,46.6,62.8,28.8,53.4,24.6,18.5,3.4,27.0,
Serven, Brian,661531,2022,27,.291,.254,.271,84.5,12.5,32.9,2.7,4.1,29.5,72.9,36.8,45.2,18.5,26,10.3,26.5,
Varsho, Daulton,662139,2022,25,.389,.298,.285,87.7,14.9,33.6,10.2,8.4,35.6,69.1,30.5,42.7,29.8,19.6,7.9,28.0,
Nootbaar, Lars,663457,2022,24,.414,.346,.360,91.7,10.7,30.4,12.1,4.9,46,58.6,21,46,25,23.7,5.4,28.2,
Nevin, Tyler,663527,2022,25,.326,.293,.316,87.3,17.7,34.2,3.5,5.3,37.7,69,23.7,39.5,28.1,25.4,7,25.6,
Hoerner, Nico,663538,2022,25,.366,.301,.318,87.2,10.7,32.6,2.6,4.7,33.5,65.1,33.7,46.5,24.2,23.5,5.9,29.1,
Riley, Austin,663586,2022,25,.531,.378,.349,92.5,12.9,37.7,15.7,8.4,50.8,75.3,30.1,39,28.8,26.2,6,27.8,
Madrigal, Nick,663611,2022,25,.312,.283,.313,85.9,-0.2,26.6,0,1.6,24.6,59.7,28.5,62.5,9.8,23.9,3.8,27.4,
Larnach, Trevor,663616,2022,25,.442,.322,.303,90.1,13.1,36.2,11.4,10.5,43.8,59.5,25.1,41.9,36.2,18.1,3.8,27.0,
Mountcastle, Ryan,663624,2022,25,.509,.362,.332,91.3,15.9,39.5,15,4.7,46.3,79.1,37.8,37.3,32.1,25.7,4.9,27.5,
McKenna, Ryan,663630,2022,25,.331,.267,.271,86.7,15.4,37.5,9.6,3.8,30.1,72.3,28.8,43.3,25,25,6.7,29.4,
Hayes, Ke'Bryan,663647,2022,25,.354,.303,.321,91,5.2,30.6,3.9,6.2,46.8,61.2,27.1,49.6,17.7,27,5.7,27.9,
Tucker, Kyle,663656,2022,25,.482,.353,.336,90,19,34.4,10.2,10.2,42.4,80.2,26.1,34.4,37.7,22,6,26.6,
India, Jonathan,663697,2022,25,.353,.301,.318,85.1,14.5,36,4.8,4.5,28.8,56.9,24.5,41.8,25.7,23.6,8.9,27.7,
Bart, Joey,663698,2022,25,.370,.296,.292,87.3,16.3,32.2,10.1,6,43,63.4,31,44.3,24.2,22.1,9.4,27.1,
Raleigh, Cal,663728,2022,25,.461,.324,.290,90.9,22.5,36,15.4,8.7,43.5,77.6,31.1,29.2,41.5,20.2,9.1,26.8,
Fortes, Nick,663743,2022,25,.398,.319,.322,89.3,15.4,30.2,7,5.2,37.8,64.7,25.3,39.5,29.1,20.3,11,27.9,
Grisham, Trent,663757,2022,25,.354,.295,.302,88.3,15.1,25.5,8.1,5.8,35.5,56.1,20.7,46.1,30,14.8,9,28.8,
Vierling, Matt,663837,2022,25,.408,.327,.331,91.2,12,35.2,5,7.7,47.1,59.9,28.3,41.4,23.4,27.6,7.7,29.6,
Rivas III, Alfonso,663845,2022,25,.308,.281,.309,86.9,4.9,34.7,4.2,3,35.3,62,22.5,52.1,19.2,26.3,2.4,26.2,
Gonzalez, Romy,663853,2022,25,.359,.265,.248,91.2,3.3,29.9,9,4.5,49.3,70.2,35.6,58.2,26.9,13.4,1.5,28.5,
Stephenson, Tyler,663886,2022,25,.394,.318,.323,87.1,11.1,46.3,6.6,7.4,34.7,62,25.1,40.5,18.2,36.4,5,26.5,
Williams, Luke,663897,2022,25,.272,.233,.251,83.3,16.7,36.1,3.6,4.8,22.9,71.1,30,41,21.7,24.1,13.3,28.8,
Rodgers, Brendan,663898,2022,25,.404,.326,.330,90,4.6,31.3,7.2,5.6,45.9,72.1,27.2,52,19.7,25.5,2.8,26.7,
Lowe, Nathaniel,663993,2022,26,.459,.344,.333,90.2,8.2,34.1,9.9,5.2,44.8,74,29.2,48.2,21.5,26,4.3,27.1,
Happ, Ian,664023,2022,27,.379,.306,.315,89.7,10.9,29.2,6.5,6.5,40.4,71.8,26.6,47.4,24.8,22,5.8,27.9,
France, Ty,664034,2022,27,.398,.321,.330,87.6,10.1,34.8,5.4,5,36.7,75.8,31.9,47.8,21.2,25.5,5.4,24.7,
Lowe, Brandon,664040,2022,27,.401,.320,.322,89.4,16.6,35.4,10.3,4.6,38.9,77.9,29.9,38.3,26.3,24.6,10.9,27.5,
Bader, Harrison,664056,2022,28,.321,.270,.279,83.4,16.7,28.4,3.4,5.6,26.3,64.6,34.5,41.4,25,20.7,12.9,29.1,
Fletcher, David,664058,2022,28,.344,.295,.317,82.1,15,41.1,0,0.5,7.4,60.3,32.5,37.1,20.3,31.7,10.9,26.1,
Haggerty, Sam,664059,2022,28,.330,.285,.313,86,13.6,32.5,4,2.4,24.6,71.7,27.5,46,20.6,24.6,8.7,28.9,
Moore, Dylan,664238,2022,29,.360,.322,.350,87.2,20.7,39.4,12.9,7.6,36.4,59.2,18.8,32.6,32.6,22,12.9,28.3,
Garlick, Kyle,664247,2022,30,.423,.305,.279,90.2,15.1,36.9,9.7,8.7,47.6,64.4,33.6,41.7,29.1,22.3,6.8,26.6,
Lopez, Alejo,664670,2022,26,.329,.280,.303,83.8,9.3,37.9,0.8,4.8,20.2,72.4,29.2,47.6,18.5,30.6,3.2,26.6,
Straw, Myles,664702,2022,27,.301,.275,.306,87,9.8,34.1,0.7,4.8,26.5,57.9,19.6,47.6,22.5,26.2,3.7,29.3,
Isbel, Kyle,664728,2022,25,.323,.266,.273,89.7,10.6,30.4,4.9,7.1,44.6,65.1,28.2,44,20.1,25.5,10.3,28.0,
Higgins, P.J.,664731,2022,29,.287,.264,.290,86,8.7,34.7,3.4,4.1,25.5,61.9,25.7,44.9,21.1,27.2,6.8,26.4,
Bohm, Alec,664761,2022,25,.436,.333,.327,90.2,10.4,37.7,6.8,6,43,72,31.4,46.3,21,27.2,5.6,27.1,
Wade Jr., LaMonte,664774,2022,28,.407,.321,.317,87.7,21.1,33.7,9.5,5.9,34.3,67.2,23.7,34.3,38.5,17.8,9.5,26.0,
Zavala, Seby,664874,2022,28,.326,.283,.295,88.8,22.7,41.2,9.2,6.7,37,77.3,31.7,29.4,33.6,29.4,7.6,25.8,
Mendick, Danny,664901,2022,28,.327,.273,.287,86.8,10.3,38.7,4,2.7,20,64.2,19.3,45.3,24,28,2.7,26.0,
